id,date_time,loan_number,emi_amount,loan_amount,principal_outstanding,cp_name,total_penalty_charges,tenure,current_bucket_name,month_year,is_unable_to_pay,latitude,longitude,user_id,branch_id,image_uploaded,is_visit_done_from_allocations,reporting_officer_id,Customer Not Available,PTP,Paid,total_charges,payment_link,district_plot
34692,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2233,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,17.36964,78.53977,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,0,0.0,False,Ranga Reddy
37876,2024-03-01 05:22:44,LOCATION_MARCH_DARSHI_109,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-03,False,17.369715,78.539825,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
30161,2023-11-11 06:53:16,ALL1238,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-11,True,17.369713,78.53979,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
29952,2023-10-26 11:52:14,REQ123470,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-10,False,0.0,0.0,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,
46226,2024-05-01 04:33:32,LOAN_MAY_2307,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-05,True,17.4023,78.37338,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
45686,2024-05-01 04:33:31,LOAN_MAY_1767,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-05,True,17.4023,78.37338,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
41298,2024-04-16 09:05:15,LN0000015,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,FLOW,2024-04,False,17.369694,78.53985,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,True,True,0beaaa0c-9362-4348-af85-424d6c3137ee,1,0,1,1.4,False,Ranga Reddy
30951,2023-12-14 05:47:09,DEC_TESTING_041,99.0,1200000.0,1000000.0,QA,12.0,20,2,2023-12,False,17.436518,78.44067,997c3e21-f40d-4db0-a706-12c462955560,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,True,True,f87351b9-f93c-4464-880d-07f3740f6aec,3,1,3,49.489999999999995,False,Ranga Reddy
30267,2023-11-20 06:44:32,TEST_20112023_08,4.0,-1.0,-1.0,AU BANK,-1.0,20,8,2023-11,False,17.28272,78.63499,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,75.0,False,Ranga Reddy
6905,2023-09-18 07:30:49,LNMP98765468,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-09,True,17.369709,78.53978,25daa2e4-e46c-4cbf-82fc-db0918fed0de,ea9e6a98-ac1a-4638-8e10-672527a1762b,True,True,2f351bc4-0124-4c69-9bca-c8bb41ffac21,0,4,0,0.0,False,Ranga Reddy
57720,2024-09-09 05:59:24,INCOMING_050,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,True,17.369844,78.53974,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,1,0,0.0,False,Ranga Reddy
30769,2023-12-07 06:32:15,AB_020,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-12,False,17.369701,78.53981,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,2,1,0.0,False,Ranga Reddy
45792,2024-05-01 04:33:31,LOAN_MAY_1873,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,True,17.36969,78.53985,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
57691,2024-09-06 05:51:22,INCOMING_013,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,True,17.369806,78.5398,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,1,0,0.0,False,Ranga Reddy
47026,2024-06-27 09:46:25,TARGET011,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-06,True,17.369705,78.539825,a3855922-de17-4501-ba50-ff42a883fa84,a144da0c-73cf-44be-b617-cfd33f9387ad,True,True,0beaaa0c-9362-4348-af85-424d6c3137ee,1,0,0,0.0,False,Ranga Reddy
47027,2024-06-27 09:46:25,TARGET012,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-06,False,17.3697,78.53985,a3855922-de17-4501-ba50-ff42a883fa84,a144da0c-73cf-44be-b617-cfd33f9387ad,True,True,f10eeb27-cc68-499a-bad8-5b23e221492e,0,0,2,0.0,False,Ranga Reddy
43920,2024-05-01 04:33:29,LOAN_MAY_001,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,True,23.032225,72.64526,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ahmadabad
35284,2024-03-06 06:27:30,LOCATION_MARCH_MEMORYLEAK_109,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-03,True,17.369719,78.539825,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,5,0,0,0.0,False,Ranga Reddy
43993,2024-05-01 04:33:29,LOAN_MAY_074,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-05,True,17.369656,78.53968,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1bcac44c-ca3a-4881-854a-8fd2feef4dea,False,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1,0,0,0.0,False,Ranga Reddy
41290,2024-04-16 08:18:24,LN000002,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,TEST CP2,2024-04,True,17.369694,78.53985,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,False,True,0beaaa0c-9362-4348-af85-424d6c3137ee,2,0,0,0.0,False,Ranga Reddy
30429,2023-11-23 06:23:16,BAJAJ_161_04,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,2,2023-11,False,17.36971,78.53978,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,False,True,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,0,1,0.0,False,Ranga Reddy
34512,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2053,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,False,17.390919,78.49684,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Hyderabad
35113,2024-02-20 11:52:48,LOCATION_FEB_PTP_0111,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2024-02,True,17.369701,78.53983,a5a90322-5b26-48e7-aa0a-2aa48e2ba420,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,False,True,a5a90322-5b26-48e7-aa0a-2aa48e2ba420,0,1,0,0.0,False,Ranga Reddy
31150,2024-01-05 10:11:39,809003037170,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-01,True,17.369713,78.5398,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy
6330,2023-07-10 10:59:10,BA1234596,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-07,False,17.490711,78.41605,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,False,7410244a-088e-4383-833d-dd2389efa8b3,2,5,5,0.0,False,Ranga Reddy
40581,2024-03-18 05:05:02,INCENTIVE_18032024_016,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-03,False,17.36971,78.539825,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,0,1,0.0,False,Ranga Reddy
40657,2024-03-18 05:05:03,INCENTIVE_18032024_092,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-03,False,17.369713,78.53983,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,0,1,0.0,False,Ranga Reddy
46152,2024-05-01 04:33:31,LOAN_MAY_2233,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,False,17.369688,78.53985,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
33936,2024-02-16 09:52:11,LOCATION_FEB_MEMORYLEAK_1477,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,0.0,0.0,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,1,0.0,True,
34188,2024-02-16 09:52:11,LOCATION_FEB_MEMORYLEAK_1729,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,17.369694,78.539856,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ranga Reddy
45541,2024-05-01 04:33:31,LOAN_MAY_1622,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-05,False,17.369688,78.53983,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
46683,2024-06-05 09:28:56,N_5_003,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-06,False,17.369694,78.53985,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,2,0,1343.0,False,Ranga Reddy
30958,2023-12-14 05:47:09,DEC_TESTING_048,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,2,2023-12,False,17.436495,78.44066,997c3e21-f40d-4db0-a706-12c462955560,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,True,True,f87351b9-f93c-4464-880d-07f3740f6aec,4,0,2,1.0,True,Ranga Reddy
35062,2024-02-20 11:47:38,LOCATION_FEB_PTP_011,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2024-02,True,0.0,0.0,a5a90322-5b26-48e7-aa0a-2aa48e2ba420,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,False,True,a5a90322-5b26-48e7-aa0a-2aa48e2ba420,0,1,0,0.0,False,
42624,2024-04-24 09:25:40,COLLECTION_004_01297,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-04,False,17.369596,78.53971,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
57758,2024-09-06 05:51:23,LNA016,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,True,17.369759,78.539825,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,2,0,0.0,False,Ranga Reddy
6197,2023-06-20 11:20:35,BA1234595,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-06,False,17.402649,78.37291,724fd953-2a73-4e7b-b344-9dafdd60cd26,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,False,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
41038,2024-04-04 04:04:45,APRIL_3W_002,99.0,1200000.0,1000000.0,AU BANK,10000.0,20,BKT 0,2024-04,False,17.369701,78.53983,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,False,True,0beaaa0c-9362-4348-af85-424d6c3137ee,0,0,1,0.0,False,Ranga Reddy
44172,2024-05-01 04:33:29,LOAN_MAY_253,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,True,17.36969,78.539825,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
30962,2023-12-21 05:43:20,DEC_TESTING_052,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-12,False,17.3697,78.5398,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
57625,2024-09-02 04:57:49,INCOMING_048,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,False,17.369757,78.53982,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,False,Ranga Reddy
4916,2023-04-30 01:03:16,AT1234609,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-04,False,17.40265,78.3729,7211675f-0260-40ea-a60f-065c8ca7350b,34d310e7-367f-48bf-a1f4-75e39433bb34,True,False,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,14,1,11,0.0,True,Ranga Reddy
32376,2024-02-02 04:11:43,QAREG000000001,28000.0,2000000.0,1500000.0,AU BANK,1000.0,36,BTX0,2024-02,True,0.0,0.0,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,6,1,0,0.0,False,
46863,2024-06-05 09:59:00,INCENTIVE_004,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-06,False,23.032217,72.64527,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ahmadabad
6644,2023-09-07 17:50:34,TCA12345726,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,22,2023-09,False,17.402706,78.37299,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,True,True,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,0,1,0.0,False,Ranga Reddy
46523,2024-05-01 04:43:42,LN_MAY_10002,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-05,True,17.36305,78.541176,888ae731-ec5b-45b2-a10f-b7ab61e8a64a,6733b6aa-4d25-4ded-a051-cbff9a2e8102,False,True,6ee8d282-f921-4faa-b7ff-6a1b538f4efe,0,1,0,0.0,False,Ranga Reddy
34764,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2305,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,False,17.383345,78.49356,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1bcac44c-ca3a-4881-854a-8fd2feef4dea,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,1,0.0,False,Hyderabad
6615,2023-09-06 02:41:09,TCA12345697,8800.2,140000.0,74555.9,INDIFY,200.0,20,2.35,2023-09,True,17.454159,78.29396,aef28684-aa1b-4583-ad21-01cd2bf9f5e7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,False,True,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,1,0,0.0,False,Medak
53004,2024-08-01 05:52:40,INCOMING_049,99.0,1200000.0,1000000.0,BIRLA FINANCE,-1.0,20,2,2024-08,True,17.36974,78.53982,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,1,1,0,0.0,False,Ranga Reddy
57672,2024-09-13 12:28:01,LN_JUNE_130,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,False,17.402674,78.37291,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,1,0,0,0.0,False,Ranga Reddy
30299,2023-11-21 03:29:39,T0012356,8800.21,1200000.0,1000000.0,INDIFY,200.88,20,2,2023-11,False,17.369715,78.539795,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,1,9.0,False,Ranga Reddy
58313,2024-10-21 08:09:39,INCOMING_054,8800.21,1200000.0,1000000.02,DECCAN FINANCE,200.88,20,2.35,2024-10,False,17.36984,78.53976,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,1,0,0,0.0,False,Ranga Reddy
34476,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2017,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,17.369537,78.53965,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,0,0.0,False,Ranga Reddy
44283,2024-05-01 04:33:29,LOAN_MAY_364,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-05,True,23.032223,72.64527,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ahmadabad
41325,2024-04-16 11:20:21,QA000131123,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,PICK-UP,2024-04,True,17.369692,78.53984,276dacdf-0895-4a66-8120-cb2af6134d0d,56847958-fa84-4b6a-b20a-6a9477235a11,False,True,9cefea45-2680-48d6-9439-f150db80ac87,1,0,0,0.0,False,Ranga Reddy
6286,2023-07-31 02:35:27,QA1234738,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-07,False,17.402702,78.37292,f2575fa7-627b-42ca-a225-d81cd2dd87eb,f454f03b-8c04-475a-88a6-4e068dc85f80,True,False,7410244a-088e-4383-833d-dd2389efa8b3,14,3,4,0.0,False,Ranga Reddy
40567,2024-03-18 05:05:02,INCENTIVE_18032024_002,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-03,False,17.369705,78.53981,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,0,1,0.0,False,Ranga Reddy
30502,2023-11-24 11:18:35,AUBANK_1691_303,8800.21,1200000.0,1000000.0,AU BANK,200.88,20,2,2023-11,True,17.402576,78.37251,4936f81c-dddf-4ee1-8e2a-b278987cd563,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,False,True,4936f81c-dddf-4ee1-8e2a-b278987cd563,1,0,0,0.0,False,Ranga Reddy
30546,2023-12-01 05:09:34,WEB_162,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,2,2023-12,False,17.402586,78.37253,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,300000.0,False,Ranga Reddy
30976,2023-12-21 05:43:20,DEC_TESTING_066,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,2,2023-12,False,17.369694,78.5398,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
53028,2024-08-01 05:52:40,INCOMING_064,99.0,1200000.0,1000000.0,BIRLA FINANCE,-1.0,20,2,2024-08,False,17.369743,78.53982,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,0,0,1,0.0,False,Ranga Reddy
53027,2024-08-01 05:52:40,INCOMING_063,99.0,1200000.0,1000000.0,BIRLA FINANCE,-1.0,20,2,2024-08,False,17.36974,78.53983,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,1,0.0,False,Ranga Reddy
42844,2024-04-24 09:25:40,COLLECTION_004_01517,99.0,1200000.0,1000000.0,QA,12.0,20,2,2024-04,False,17.369658,78.53984,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.7,False,Ranga Reddy
46857,2024-06-05 08:08:53,LN_J_0030,8800.21,1200000.0,1000000.0,AU BANK,200.88,20,2,2024-06,False,17.369686,78.53981,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,True,True,0beaaa0c-9362-4348-af85-424d6c3137ee,0,0,2,0.0,False,Ranga Reddy
57632,2024-09-02 04:57:49,DC00003,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,False,17.369745,78.539825,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1,0,0,0.0,False,Ranga Reddy
30911,2023-12-14 05:32:07,DEC_TESTING_001,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2023-12,False,17.369698,78.53981,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
30504,2023-11-27 09:35:11,INDIFY_161_9032,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-11,True,17.369709,78.53981,f2575fa7-627b-42ca-a225-d81cd2dd87eb,f454f03b-8c04-475a-88a6-4e068dc85f80,False,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,0,0.0,False,Ranga Reddy
31218,2024-01-21 13:12:25,LOCATION_MOBILE_NO_QA_44,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-01,True,17.369719,78.5398,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy
52964,2024-08-01 05:52:40,INCOMING_008,99.0,1200000.0,1000000.0,BIRLA FINANCE,-1.0,20,2,2024-08,False,17.369787,78.539764,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,1,0,0,0.0,False,Ranga Reddy
31116,2024-01-04 07:42:22,INTENSITY_010,8800.21,1200000.0,1000000.0,AU BANK,200.88,20,2,2024-01,False,17.402576,78.372505,7523ebf1-35b5-45a6-b871-09101f52fbfb,a5710530-5505-4385-a977-d4c0fd254dba,False,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,False,Ranga Reddy
52974,2024-08-01 05:52:40,INCOMING_019,99.0,1200000.0,1000000.0,BIRLA FINANCE,-1.0,20,2,2024-08,False,17.369774,78.53974,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,True,Ranga Reddy
47354,2024-07-10 10:01:26,LN00013,99.0,1200000.0,1000000.0,BIRLA FINANCE 98,12.0,20,2,2024-07,False,17.369835,78.53977,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
40845,2024-03-27 05:40:48,BNPL_PICKUP_002,99.0,1200000.0,1000000.0,TEST CP2,0.0,20,BKT 0,2024-03,False,17.369707,78.53984,4b516431-1b37-43e2-9f4d-56973872313a,61048ec6-b6de-4dd8-88b8-371ad35a7ba8,False,True,2f71ef0d-2fe8-4239-8713-a0dc7300d8b9,0,0,1,0.0,False,Ranga Reddy
31035,2024-01-02 08:29:13,JAN_002,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-01,True,17.369715,78.539825,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
31076,2024-01-04 06:47:21,JAN_0043,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-01,True,17.369648,78.53991,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy
