id,date_time,loan_number,emi_amount,loan_amount,principal_outstanding,cp_name,total_penalty_charges,tenure,current_bucket_name,month_year,is_unable_to_pay,latitude,longitude,user_id,branch_id,image_uploaded,is_visit_done_from_allocations,reporting_officer_id,Customer Not Available,PTP,Paid,total_charges,payment_link,district_plot,propensity_score
34872,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2413,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,False,17.382051,78.49336,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,126.0,False,Hyderabad,0.0017220239549042033
41318,2024-04-16 11:15:20,QA0001315,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,PICK-UP,2024-04,True,17.369694,78.539825,276dacdf-0895-4a66-8120-cb2af6134d0d,56847958-fa84-4b6a-b20a-6a9477235a11,False,True,9cefea45-2680-48d6-9439-f150db80ac87,1,0,0,0.0,False,Ranga Reddy,0.29867342342177766
44031,2024-05-01 04:33:29,LOAN_MAY_112,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-05,True,23.032263,72.64531,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ahmadabad,0.8317437919621544
31108,2024-01-04 07:42:22,INTENSITY_002,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-01,True,17.369719,78.53981,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy,0.4078393504424621
30587,2023-12-01 06:29:36,TEST_024,8800.21,1200000.0,1000000.0,AU BANK,200.88,20,2,2023-12,False,17.369701,78.53983,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy,0.40396965194691536
6655,2023-09-07 17:50:34,TCA12345737,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-09,False,17.369705,78.53979,aef28684-aa1b-4583-ad21-01cd2bf9f5e7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,True,True,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,0,1,0.0,False,Ranga Reddy,0.20792126742719866
34944,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2485,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,False,17.369656,78.53975,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.7,True,Ranga Reddy,0.30677944990005773
6659,2023-09-14 12:16:57,TCA12345741,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-09,False,17.369232,78.53936,24693e28-48ad-4d6b-a9ef-fca3018d5c2c,1bcac44c-ca3a-4881-854a-8fd2feef4dea,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,0,1,1,0.0,False,Ranga Reddy,0.1979114793875003
40916,2024-03-29 11:28:38,A1_29012024_011,99.0,1200000.0,1000000.0,AU BANK,0.0,20,BKT 0,2024-03,False,17.369644,78.53965,276dacdf-0895-4a66-8120-cb2af6134d0d,56847958-fa84-4b6a-b20a-6a9477235a11,False,True,9cefea45-2680-48d6-9439-f150db80ac87,0,0,1,0.0,False,Ranga Reddy,0.28831600202490393
49283,2024-07-22 09:39:26,IN1856,100.0,1200000.0,1000000.0,BIRLA FINANCE,100.0,20,1,2024-07,True,17.36974,78.53982,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,0,1,0,0.0,False,Ranga Reddy,0.4489013239083278
57749,2024-09-09 05:59:24,LNA007,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,False,17.402687,78.37292,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,1,0,0,0.0,False,Ranga Reddy,0.30077284450326613
43994,2024-05-01 04:33:29,LOAN_MAY_075,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-05,True,23.03226,72.64525,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ahmadabad,0.8142744837237872
40676,2024-03-22 10:19:57,INCENTIVE_001_06,99.0,1200000.0,1000000.0,AU BANK,0.0,20,Flow,2024-03,False,17.369701,78.539825,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,False,True,0beaaa0c-9362-4348-af85-424d6c3137ee,0,0,1,0.0,False,Ranga Reddy,0.2686046099455125
6454,2023-08-21 12:24:36,QA1234749,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-08,False,17.369745,78.539764,60bce057-25af-4cbc-8991-cb9d45a08d55,a665d996-a1ab-46f6-bd1d-4f7a9bd9e9e8,True,True,071b2f51-d70f-4a07-9f29-3ed143874617,2,0,1,0.0,True,Ranga Reddy,0.13537360548360255
45396,2024-05-01 04:33:31,LOAN_MAY_1477,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,False,17.369692,78.539856,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy,0.35645300244384925
46081,2024-05-01 04:33:31,LOAN_MAY_2162,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-05,True,17.369686,78.53985,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy,0.4886715375634411
6818,2023-09-13 13:17:27,LNMP9876575,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-09,False,17.36968,78.53985,25daa2e4-e46c-4cbf-82fc-db0918fed0de,ea9e6a98-ac1a-4638-8e10-672527a1762b,True,True,2f351bc4-0124-4c69-9bca-c8bb41ffac21,0,0,1,0.0,True,Ranga Reddy,0.1092254611570372
32568,2024-02-16 09:52:10,LOCATION_FEB_MEMORYLEAK_109,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,False,17.369709,78.53982,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,3.3,False,Ranga Reddy,0.30245202084066297
31160,2024-01-05 10:11:39,809003069614,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2024-01,True,17.369713,78.53981,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy,0.47606621215239003
6407,2023-08-21 12:19:40,QA1234717,8800.2,140000.0,74555.9,INDIFY,200.0,20,BTX2,2023-08,True,17.36975,78.539764,60bce057-25af-4cbc-8991-cb9d45a08d55,a665d996-a1ab-46f6-bd1d-4f7a9bd9e9e8,True,True,071b2f51-d70f-4a07-9f29-3ed143874617,1,0,0,0.0,False,Ranga Reddy,0.1608839528428451
40828,2024-03-26 12:40:45,ABC005,99.0,1200000.0,1000000.0,AU BANK,0.0,20,BKT 0,2024-03,False,17.370451,78.53964,de5728b1-d493-4546-a978-617e3cf94751,f66e64de-0cb3-4d27-9686-ede097d350f9,False,True,877f5722-63c8-4c24-91c0-7efa87ad804b,0,0,1,0.0,False,Ranga Reddy,0.384959418158677
30440,2023-11-23 06:28:20,INDIFY_161_01,8800.21,1200000.0,1000000.0,INDIFY,200.88,20,2,2023-11,False,17.402569,78.37251,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,0,2248.0,False,Ranga Reddy,5.363124814509087e-51
31077,2024-01-04 06:47:21,JAN_0044,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2024-01,False,17.36971,78.5398,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy,0.38971900187778563
40493,2024-03-13 13:13:51,INCENTIVE_0022,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-03,False,17.369545,78.539894,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,0,1,0.0,False,Ranga Reddy,0.35627855919882623
53245,2024-08-23 03:43:25,L0066,99.0,1200000.0,1000000.0,BIRLA FINANCE,-1.0,20,2,2024-08,False,17.369751,78.539825,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,2,0,0,0.0,False,Ranga Reddy,0.3783456235365253
41180,2024-04-15 09:43:16,LN00122,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-04,False,17.3697,78.53984,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy,0.35353645156283686
34908,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2449,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,False,17.36971,78.539825,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy,0.3422439084472486
46717,2024-06-03 05:34:02,LN_JUNE_033,99.0,1200000.0,1000000.0,BIRLA FINANCE,12.0,20,2,2024-06,True,17.36972,78.539795,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy,0.45199929259386806
40937,2024-03-31 11:54:35,AAA123233,99.0,1200000.0,1000000.0,AU BANK,0.0,20,BKT 0,2024-03,False,17.369703,78.53984,276dacdf-0895-4a66-8120-cb2af6134d0d,56847958-fa84-4b6a-b20a-6a9477235a11,False,True,9cefea45-2680-48d6-9439-f150db80ac87,0,0,1,0.0,False,Ranga Reddy,0.28831600202490393
57848,2024-09-26 09:31:47,APP_11,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,True,17.369818,78.53979,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,1,0,0.0,False,Ranga Reddy,0.3737793021555763
46656,2024-05-28 08:08:08,I_3_004,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-05,True,17.369686,78.53985,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,False,True,0beaaa0c-9362-4348-af85-424d6c3137ee,1,0,0,0.0,False,Ranga Reddy,0.2785310541725231
6452,2023-08-21 12:19:40,QA1234746,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-08,False,17.369747,78.53977,60bce057-25af-4cbc-8991-cb9d45a08d55,a665d996-a1ab-46f6-bd1d-4f7a9bd9e9e8,True,True,071b2f51-d70f-4a07-9f29-3ed143874617,3,0,0,0.0,False,Ranga Reddy,0.1779293438433723
40537,2024-03-13 13:28:53,INCENTIVE_0102,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-03,False,17.369713,78.53983,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,0,1,0.0,False,Ranga Reddy,0.3842508043293973
53144,2024-08-01 06:32:44,APP_1,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-08,False,17.369736,78.53983,ceb2811b-a79f-4639-a1f2-7f966f7eca9e,426ef7ea-3658-424d-b389-8e417e22f90c,True,True,5c3bb89d-50bb-4f03-a4a2-ca6e77013507,0,0,1,-30.0,False,Ranga Reddy,0.7594818739821928
53013,2024-08-01 05:52:40,EID_10,99.0,1200000.0,1000000.0,BIRLA FINANCE,-1.0,20,2,2024-08,True,17.369747,78.539825,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy,0.37297713072738675
40598,2024-03-18 05:05:03,INCENTIVE_18032024_033,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-03,True,17.369707,78.53983,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,1,0,0.0,False,Ranga Reddy,0.4866666442059494
41086,2024-04-12 03:28:05,PAIDVISITS005,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,FLOW,2024-04,True,17.369696,78.53984,4b516431-1b37-43e2-9f4d-56973872313a,61048ec6-b6de-4dd8-88b8-371ad35a7ba8,False,True,2f71ef0d-2fe8-4239-8713-a0dc7300d8b9,1,0,0,0.0,False,Ranga Reddy,0.32169668793305656
40708,2024-03-22 11:23:07,INCENTIVE_005_02,99.0,1200000.0,1000000.0,QWE_123/ADSSF 123,0.0,20,WOFF,2024-03,False,17.369696,78.53981,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,False,True,0beaaa0c-9362-4348-af85-424d6c3137ee,0,0,1,0.0,False,Ranga Reddy,0.30540284211454466
51961,2024-07-22 09:39:28,IN4534,99.0,1200000.0,1000000.0,BIRLA FINANCE,100.0,20,2,2024-07,False,17.36974,78.53982,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,0,0,1,0.0,False,Ranga Reddy,0.36277557061715543
44533,2024-05-01 04:33:30,LOAN_MAY_614,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-05,False,17.369688,78.53984,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,a5710530-5505-4385-a977-d4c0fd254dba,False,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,False,Ranga Reddy,0.419711179719272
41328,2024-04-24 09:25:38,COLLECTION_004_00001,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-04,True,17.369726,78.53989,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ranga Reddy,0.42363855158398583
41304,2024-04-16 09:20:17,QA0001,99.0,1200000.0,1000000.0,QA,12.0,20,FLOW,2024-04,False,17.369696,78.53985,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,False,True,0beaaa0c-9362-4348-af85-424d6c3137ee,0,0,1,0.0,False,Ranga Reddy,0.30103796213950973
34692,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2233,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,17.36964,78.53977,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,0,0.0,False,Ranga Reddy,0.3491676707121432
37876,2024-03-01 05:22:44,LOCATION_MARCH_DARSHI_109,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-03,False,17.369715,78.539825,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy,0.33938230687024734
30161,2023-11-11 06:53:16,ALL1238,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-11,True,17.369713,78.53979,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy,0.47744037312811044
29952,2023-10-26 11:52:14,REQ123470,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-10,False,0.0,0.0,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,,0.35927223270013064
46226,2024-05-01 04:33:32,LOAN_MAY_2307,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-05,True,17.4023,78.37338,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy,0.44704992180787007
45686,2024-05-01 04:33:31,LOAN_MAY_1767,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-05,True,17.4023,78.37338,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy,0.44704992180787007
41298,2024-04-16 09:05:15,LN0000015,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,FLOW,2024-04,False,17.369694,78.53985,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,True,True,0beaaa0c-9362-4348-af85-424d6c3137ee,1,0,1,1.4,False,Ranga Reddy,0.2667892857122634
30951,2023-12-14 05:47:09,DEC_TESTING_041,99.0,1200000.0,1000000.0,QA,12.0,20,2,2023-12,False,17.436518,78.44067,997c3e21-f40d-4db0-a706-12c462955560,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,True,True,f87351b9-f93c-4464-880d-07f3740f6aec,3,1,3,49.489999999999995,False,Ranga Reddy,0.07839115238833423
30267,2023-11-20 06:44:32,TEST_20112023_08,4.0,-1.0,-1.0,AU BANK,-1.0,20,8,2023-11,False,17.28272,78.63499,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,75.0,False,Ranga Reddy,0.0028214737203841635
6905,2023-09-18 07:30:49,LNMP98765468,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-09,True,17.369709,78.53978,25daa2e4-e46c-4cbf-82fc-db0918fed0de,ea9e6a98-ac1a-4638-8e10-672527a1762b,True,True,2f351bc4-0124-4c69-9bca-c8bb41ffac21,0,4,0,0.0,False,Ranga Reddy,0.365236562828689
57720,2024-09-09 05:59:24,INCOMING_050,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,True,17.369844,78.53974,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,1,0,0.0,False,Ranga Reddy,0.3737793021555763
30769,2023-12-07 06:32:15,AB_020,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2023-12,False,17.369701,78.53981,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,2,1,0.0,False,Ranga Reddy,0.6389474648098606
45792,2024-05-01 04:33:31,LOAN_MAY_1873,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,True,17.36969,78.53985,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy,0.36183444699729317
57691,2024-09-06 05:51:22,INCOMING_013,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,True,17.369806,78.5398,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,1,0,0.0,False,Ranga Reddy,0.3737793021555763
47026,2024-06-27 09:46:25,TARGET011,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-06,True,17.369705,78.539825,a3855922-de17-4501-ba50-ff42a883fa84,a144da0c-73cf-44be-b617-cfd33f9387ad,True,True,0beaaa0c-9362-4348-af85-424d6c3137ee,1,0,0,0.0,False,Ranga Reddy,0.40762904834326485
47027,2024-06-27 09:46:25,TARGET012,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-06,False,17.3697,78.53985,a3855922-de17-4501-ba50-ff42a883fa84,a144da0c-73cf-44be-b617-cfd33f9387ad,True,True,f10eeb27-cc68-499a-bad8-5b23e221492e,0,0,2,0.0,False,Ranga Reddy,0.4035584141439891
43920,2024-05-01 04:33:29,LOAN_MAY_001,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,True,23.032225,72.64526,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ahmadabad,0.8092722855426342
35284,2024-03-06 06:27:30,LOCATION_MARCH_MEMORYLEAK_109,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-03,True,17.369719,78.539825,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,5,0,0,0.0,False,Ranga Reddy,0.3744917946168996
43993,2024-05-01 04:33:29,LOAN_MAY_074,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-05,True,17.369656,78.53968,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1bcac44c-ca3a-4881-854a-8fd2feef4dea,False,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1,0,0,0.0,False,Ranga Reddy,0.37507496865517437
41290,2024-04-16 08:18:24,LN000002,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,TEST CP2,2024-04,True,17.369694,78.53985,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,False,True,0beaaa0c-9362-4348-af85-424d6c3137ee,2,0,0,0.0,False,Ranga Reddy,0.2847238204255072
30429,2023-11-23 06:23:16,BAJAJ_161_04,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,2,2023-11,False,17.36971,78.53978,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,False,True,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,0,1,0.0,False,Ranga Reddy,0.37298289175506694
34512,2024-02-16 09:52:12,LOCATION_FEB_MEMORYLEAK_2053,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,False,17.390919,78.49684,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Hyderabad,0.528251520300646
35113,2024-02-20 11:52:48,LOCATION_FEB_PTP_0111,8800.21,1200000.0,1000000.0,SRI RAM FINANCE,200.88,20,2,2024-02,True,17.369701,78.53983,a5a90322-5b26-48e7-aa0a-2aa48e2ba420,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,False,True,a5a90322-5b26-48e7-aa0a-2aa48e2ba420,0,1,0,0.0,False,Ranga Reddy,0.5791174447609129
31150,2024-01-05 10:11:39,809003037170,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-01,True,17.369713,78.5398,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy,0.3605634356144667
6330,2023-07-10 10:59:10,BA1234596,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-07,False,17.490711,78.41605,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,False,7410244a-088e-4383-833d-dd2389efa8b3,2,5,5,0.0,False,Ranga Reddy,0.5712525332982676
40581,2024-03-18 05:05:02,INCENTIVE_18032024_016,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-03,False,17.36971,78.539825,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,0,1,0.0,False,Ranga Reddy,0.35170463550298187
40657,2024-03-18 05:05:03,INCENTIVE_18032024_092,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-03,False,17.369713,78.53983,87c0eac6-d694-41a4-82bd-a1aa1f6ee620,a3233db7-1c29-497e-b531-dc179b649362,False,True,74a76b9e-d71d-47db-afc5-29964dd585c4,0,0,1,0.0,False,Ranga Reddy,0.3842508043293973
46152,2024-05-01 04:33:31,LOAN_MAY_2233,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-05,False,17.369688,78.53985,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy,0.283817280968489
33936,2024-02-16 09:52:11,LOCATION_FEB_MEMORYLEAK_1477,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,0.0,0.0,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,1,0.0,True,,0.30775480386709253
34188,2024-02-16 09:52:11,LOCATION_FEB_MEMORYLEAK_1729,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,17.369694,78.539856,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ranga Reddy,0.426751653762187
